date,product_id,product_name,category,price,base_price,cost_price,competitor_price,discount_percent,stock_level,rating,review_count,ad_spend_usd,holiday_effect,customer_segment,season,month,day_of_week,day_of_week_name,day_of_month,is_weekend,historical_demand_7d,historical_demand_30d,demand_units,revenue,profit
2025-04-24,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,92.05,89.99,35.0,87.02,0.0,516,4.38,792,179.46,0.0,Standard,Spring,4,3,Thursday,24,0,53.71,60.77,49,4510.45,2795.45
2025-04-24,HOME_001,Espresso Machine & Milk Frother,Home & Living,153.23,159.99,65.0,169.65,0.0,647,4.55,724,88.61,0.0,Budget,Spring,4,3,Thursday,24,0,50.86,48.57,58,8887.34,5117.34
2025-04-24,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,101.03,99.99,40.0,104.13,0.0,186,4.18,668,177.78,0.0,Standard,Spring,4,3,Thursday,24,0,64.57,61.57,47,4748.41,2868.41
2025-04-24,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,166.38,175.0,45.0,184.76,0.0,155,4.23,796,124.67,0.0,Budget,Spring,4,3,Thursday,24,0,121.57,121.77,152,25289.76,18449.76
2025-04-24,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,351.46,350.0,90.0,315.2,0.0,423,4.24,764,137.07,0.0,Enterprise,Spring,4,3,Thursday,24,0,19.86,22.03,12,4217.52,3137.52
2025-04-24,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,23.89,24.5,8.0,24.3,0.0,344,4.0,764,163.3,0.0,Standard,Spring,4,3,Thursday,24,0,348.29,326.0,344,8218.16,5466.16
2025-04-24,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,67.96,65.0,22.0,66.25,0.0,726,4.03,689,134.75,0.0,Premium,Spring,4,3,Thursday,24,0,103.43,106.33,73,4961.08,3355.08
2025-04-25,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,82.1,79.99,28.0,80.62,0.0,514,4.02,741,83.97,0.0,Budget,Spring,4,4,Friday,25,0,85.0,84.87,76,6239.6,4111.6
2025-04-25,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,123.09,119.99,42.0,116.66,0.0,445,4.29,797,126.2,0.0,Budget,Spring,4,4,Friday,25,0,119.43,125.03,113,13909.17,9163.17
2025-04-25,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,156.05,149.99,55.0,147.3,0.0,565,4.49,698,121.59,0.0,Standard,Spring,4,4,Friday,25,0,35.0,38.83,35,5461.75,3536.75
2025-04-25,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,193.72,199.99,85.0,193.61,0.0,254,4.7,701,130.16,0.0,Enterprise,Spring,4,4,Friday,25,0,66.14,70.57,46,8911.12,5001.12
2025-04-25,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,471.46,549.99,280.0,544.44,15.0,268,4.85,743,145.47,0.0,Budget,Spring,4,4,Friday,25,0,32.86,31.9,43,20272.78,8232.78
2025-04-25,ELEC_003,Smart Fitness Watch Gen-4,Electronics,126.99,129.99,50.0,131.24,0.0,480,4.72,776,161.65,0.0,Standard,Spring,4,4,Friday,25,0,102.86,99.1,88,11175.12,6775.12
2025-04-25,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,89.69,89.99,35.0,89.55,0.0,475,4.21,769,136.67,0.0,Premium,Spring,4,4,Friday,25,0,49.86,59.9,41,3677.29,2242.29
2025-04-25,HOME_001,Espresso Machine & Milk Frother,Home & Living,156.26,159.99,65.0,160.03,0.0,600,4.5,793,103.79,0.0,Budget,Spring,4,4,Friday,25,0,53.14,48.13,47,7344.22,4289.22
2025-04-25,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,104.64,99.99,40.0,99.1,0.0,128,4.71,658,129.86,0.0,Budget,Spring,4,4,Friday,25,0,64.71,60.77,58,6069.12,3749.12
2025-04-25,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,174.82,175.0,45.0,186.02,0.0,460,4.85,764,144.53,0.0,Premium,Spring,4,4,Friday,25,0,121.14,121.0,110,19230.2,14280.2
2025-04-25,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,308.71,350.0,90.0,377.65,10.0,395,4.9,707,96.14,0.0,Standard,Spring,4,4,Friday,25,0,21.0,22.07,28,8643.88,6123.88
2025-04-25,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,25.07,24.5,8.0,24.13,0.0,553,4.76,627,97.86,0.0,Standard,Spring,4,4,Friday,25,0,333.57,331.7,344,8624.08,5872.08
2025-04-25,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,48.73,65.0,22.0,67.88,25.0,557,4.67,846,105.12,0.0,Premium,Spring,4,4,Friday,25,0,110.0,108.7,169,8235.37,4517.37
2025-04-26,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,79.3,79.99,28.0,79.21,0.0,421,4.01,742,175.37,0.0,Budget,Spring,4,5,Saturday,26,1,86.43,84.87,93,7374.9,4770.9
2025-04-26,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,124.64,119.99,42.0,116.04,0.0,358,4.21,699,139.9,0.0,Standard,Spring,4,5,Saturday,26,1,120.0,124.57,87,10843.68,7189.68
2025-04-26,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,144.91,149.99,55.0,140.95,0.0,527,4.09,607,133.89,0.0,Budget,Spring,4,5,Saturday,26,1,36.0,38.5,38,5506.58,3416.58
2025-04-26,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,193.07,199.99,85.0,214.19,0.0,186,4.73,701,121.79,0.0,Standard,Spring,4,5,Saturday,26,1,61.14,70.47,68,13128.76,7348.76
2025-04-26,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,551.17,549.99,280.0,573.44,0.0,241,4.81,836,159.16,0.0,Premium,Spring,4,5,Saturday,26,1,32.57,32.07,27,14881.59,7321.59
2025-04-26,ELEC_003,Smart Fitness Watch Gen-4,Electronics,130.48,129.99,50.0,136.77,0.0,387,4.04,728,119.76,0.0,Budget,Spring,4,5,Saturday,26,1,105.86,99.57,93,12134.64,7484.64
2025-04-26,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,89.82,89.99,35.0,97.19,0.0,413,4.04,774,144.81,0.0,Budget,Spring,4,5,Saturday,26,1,51.86,59.93,62,5568.84,3398.84
2025-04-26,HOME_001,Espresso Machine & Milk Frother,Home & Living,166.73,159.99,65.0,152.79,0.0,561,4.15,736,217.93,0.0,Budget,Spring,4,5,Saturday,26,1,53.0,48.23,39,6502.47,3967.47
2025-04-26,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,76.21,99.99,40.0,98.0,20.0,417,4.43,700,202.08,0.0,Budget,Spring,4,5,Saturday,26,1,73.86,62.97,128,9754.88,4634.88
2025-04-26,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,191.88,175.0,45.0,164.22,0.0,360,4.24,709,210.75,0.0,Premium,Spring,4,5,Saturday,26,1,119.43,121.27,100,19188.0,14688.0
2025-04-26,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,411.07,350.0,90.0,349.34,0.0,373,4.19,648,152.7,0.0,Budget,Spring,4,5,Saturday,26,1,21.0,22.07,22,9043.54,7063.54
2025-04-26,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,20.15,24.5,8.0,24.42,20.0,502,4.14,843,165.11,0.0,Standard,Spring,4,5,Saturday,26,1,368.57,339.87,553,11142.95,6718.95
2025-04-26,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,68.24,65.0,22.0,65.84,0.0,442,4.35,689,145.72,0.0,Standard,Spring,4,5,Saturday,26,1,108.43,109.3,115,7847.6,5317.6
2025-04-27,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,79.94,79.99,28.0,78.52,0.0,336,4.08,722,134.01,0.0,Budget,Spring,4,6,Sunday,27,1,85.29,83.97,85,6794.9,4414.9
2025-04-27,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,118.89,119.99,42.0,124.73,0.0,264,4.9,626,140.72,0.0,Premium,Spring,4,6,Sunday,27,1,120.57,125.03,94,11175.66,7227.66
2025-04-27,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,118.85,149.99,55.0,144.75,20.0,446,4.46,675,142.61,0.0,Budget,Spring,4,6,Sunday,27,1,42.14,40.03,81,9626.85,5171.85
2025-04-27,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,187.92,199.99,85.0,215.46,5.0,122,4.25,821,125.81,0.0,Premium,Spring,4,6,Sunday,27,1,59.71,71.1,64,12026.88,6586.88
2025-04-27,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,563.73,549.99,280.0,584.45,0.0,210,4.82,751,99.2,0.0,Budget,Spring,4,6,Sunday,27,1,30.29,31.8,31,17475.63,8795.63
2025-04-27,ELEC_003,Smart Fitness Watch Gen-4,Electronics,125.81,129.99,50.0,141.47,0.0,306,4.07,678,125.8,0.0,Premium,Spring,4,6,Sunday,27,1,103.86,100.33,81,10190.61,6140.61
2025-04-27,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,87.78,89.99,35.0,95.24,0.0,346,4.69,811,105.41,0.0,Standard,Spring,4,6,Sunday,27,1,54.71,59.93,67,5881.26,3536.26
2025-04-27,HOME_001,Espresso Machine & Milk Frother,Home & Living,156.68,159.99,65.0,155.21,0.0,508,4.84,726,173.3,0.0,Budget,Spring,4,6,Sunday,27,1,52.86,48.73,53,8304.04,4859.04
2025-04-27,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,97.37,99.99,40.0,96.76,5.0,356,4.82,706,171.25,0.0,Standard,Spring,4,6,Sunday,27,1,67.0,62.87,61,5939.57,3499.57
2025-04-27,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,199.82,175.0,45.0,179.21,0.0,218,4.72,792,176.97,0.0,Budget,Spring,4,6,Sunday,27,1,125.86,121.73,142,28374.44,21984.44
2025-04-27,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,388.05,350.0,90.0,339.99,0.0,349,4.82,690,138.58,0.0,Budget,Spring,4,6,Sunday,27,1,22.57,22.17,24,9313.2,7153.2
2025-04-27,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,25.07,24.5,8.0,24.74,0.0,99,4.44,697,76.96,0.0,Budget,Spring,4,6,Sunday,27,1,384.0,342.9,403,10103.21,6879.21
2025-04-27,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,63.11,65.0,22.0,62.76,0.0,289,4.35,743,185.52,0.0,Standard,Spring,4,6,Sunday,27,1,111.57,109.97,153,9655.83,6289.83
2025-04-28,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,65.85,79.99,28.0,81.99,20.0,206,4.07,649,152.62,0.0,Budget,Spring,4,0,Monday,28,0,93.29,85.5,130,8560.5,4920.5
2025-04-28,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,125.16,119.99,42.0,125.48,0.0,161,4.11,763,174.6,0.0,Standard,Spring,4,0,Monday,28,0,122.0,125.17,103,12891.48,8565.48
2025-04-28,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,149.56,149.99,55.0,153.1,0.0,418,4.21,759,219.6,0.0,Premium,Spring,4,0,Monday,28,0,40.29,39.5,28,4187.68,2647.68
2025-04-28,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,204.69,199.99,85.0,199.3,0.0,500,4.25,724,140.58,0.0,Standard,Spring,4,0,Monday,28,0,59.86,70.73,58,11872.02,6942.02
2025-04-28,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,553.02,549.99,280.0,532.68,0.0,183,4.53,696,226.81,0.0,Budget,Spring,4,0,Monday,28,0,30.0,32.03,27,14931.54,7371.54
2025-04-28,ELEC_003,Smart Fitness Watch Gen-4,Electronics,126.9,129.99,50.0,133.27,0.0,215,4.11,804,255.52,0.0,Standard,Spring,4,0,Monday,28,0,102.29,100.97,91,11547.9,6997.9
2025-04-28,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,89.28,89.99,35.0,89.29,0.0,288,4.76,676,98.9,0.0,Standard,Spring,4,0,Monday,28,0,55.57,59.7,58,5178.24,3148.24
2025-04-28,HOME_001,Espresso Machine & Milk Frother,Home & Living,124.38,159.99,65.0,151.49,25.0,446,4.32,784,90.78,0.0,Budget,Spring,4,0,Monday,28,0,55.71,49.03,62,7711.56,3681.56
2025-04-28,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,99.84,99.99,40.0,91.03,0.0,288,4.65,694,120.56,0.0,Budget,Spring,4,0,Monday,28,0,69.0,63.23,68,6789.12,4069.12
2025-04-28,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,167.76,175.0,45.0,173.49,0.0,542,4.32,738,190.13,0.0,Budget,Spring,4,0,Monday,28,0,123.57,123.17,146,24492.96,17922.96
2025-04-28,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,340.46,350.0,90.0,362.16,0.0,328,4.78,708,175.26,0.0,Premium,Spring,4,0,Monday,28,0,22.43,22.0,21,7149.66,5259.66
2025-04-28,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,23.45,24.5,8.0,25.18,0.0,714,4.49,674,150.71,0.0,Enterprise,Spring,4,0,Monday,28,0,347.0,343.07,99,2321.55,1529.55
2025-04-28,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,63.04,65.0,22.0,60.59,0.0,165,4.77,808,144.93,0.0,Standard,Spring,4,0,Monday,28,0,116.86,110.37,124,7816.96,5088.96
2025-04-29,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,59.08,79.99,28.0,79.92,25.0,619,4.17,730,142.07,0.0,Budget,Spring,4,1,Tuesday,29,0,105.71,88.6,182,10752.56,5656.56
2025-04-29,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,121.74,119.99,42.0,116.99,0.0,504,4.85,634,138.39,0.0,Standard,Spring,4,1,Tuesday,29,0,107.43,125.4,96,11687.04,7655.04
2025-04-29,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,151.76,149.99,55.0,149.16,0.0,386,4.06,723,164.14,0.0,Premium,Spring,4,1,Tuesday,29,0,40.14,39.63,32,4856.32,3096.32
2025-04-29,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,181.66,199.99,85.0,206.94,5.0,416,4.79,682,186.3,0.0,Standard,Spring,4,1,Tuesday,29,0,64.57,71.7,84,15259.44,8119.44
2025-04-29,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,544.51,549.99,280.0,509.04,0.0,158,4.73,740,192.74,0.0,Premium,Spring,4,1,Tuesday,29,0,29.29,31.87,25,13612.75,6612.75
2025-04-29,ELEC_003,Smart Fitness Watch Gen-4,Electronics,135.21,129.99,50.0,115.5,0.0,148,4.15,715,109.86,0.0,Standard,Spring,4,1,Tuesday,29,0,89.0,100.5,67,9059.07,5709.07
2025-04-29,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,69.11,89.99,35.0,78.65,20.0,198,4.74,743,125.59,0.0,Standard,Spring,4,1,Tuesday,29,0,60.29,60.8,90,6219.9,3069.9
2025-04-29,HOME_001,Espresso Machine & Milk Frother,Home & Living,162.39,159.99,65.0,161.21,0.0,406,4.19,820,133.59,0.0,Budget,Spring,4,1,Tuesday,29,0,47.0,48.63,40,6495.6,3895.6
2025-04-29,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,97.96,99.99,40.0,99.81,0.0,215,4.78,798,134.0,0.0,Standard,Spring,4,1,Tuesday,29,0,71.86,64.03,73,7151.08,4231.08
2025-04-29,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,180.3,175.0,45.0,176.98,0.0,401,4.04,729,177.2,0.0,Budget,Spring,4,1,Tuesday,29,0,130.29,124.17,141,25422.3,19077.3
2025-04-29,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,340.33,350.0,90.0,350.5,0.0,308,4.5,855,158.83,0.0,Premium,Spring,4,1,Tuesday,29,0,22.14,22.17,20,6806.6,5006.6
2025-04-29,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,24.73,24.5,8.0,25.66,0.0,388,4.42,779,188.65,0.0,Standard,Spring,4,1,Tuesday,29,0,326.57,338.67,326,8061.98,5453.98
2025-04-29,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,63.77,65.0,22.0,55.33,0.0,758,4.58,832,187.63,0.0,Standard,Spring,4,1,Tuesday,29,0,116.0,110.0,96,6121.92,4009.92
2025-04-30,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,72.31,79.99,28.0,81.57,10.0,495,4.67,651,87.19,0.0,Budget,Spring,4,2,Wednesday,30,0,110.43,89.73,124,8966.44,5494.44
2025-04-30,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,110.22,119.99,42.0,111.37,5.0,409,4.85,804,104.17,0.0,Premium,Spring,4,2,Wednesday,30,0,103.71,124.73,95,10470.9,6480.9
2025-04-30,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,153.05,149.99,55.0,145.13,0.0,350,4.71,708,139.06,0.0,Budget,Spring,4,2,Wednesday,30,0,39.86,39.57,36,5509.8,3529.8
2025-04-30,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,204.67,199.99,85.0,205.44,0.0,347,4.47,838,134.87,0.0,Budget,Spring,4,2,Wednesday,30,0,66.29,70.1,69,14122.23,8257.23
2025-04-30,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,558.96,549.99,280.0,547.04,0.0,134,4.61,787,111.06,0.0,Premium,Spring,4,2,Wednesday,30,0,29.14,31.63,24,13415.04,6695.04
2025-04-30,ELEC_003,Smart Fitness Watch Gen-4,Electronics,135.84,129.99,50.0,131.72,0.0,85,4.06,745,125.98,0.0,Premium,Spring,4,2,Wednesday,30,0,85.14,99.67,63,8557.92,5407.92
2025-04-30,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,87.89,89.99,35.0,98.08,0.0,144,4.69,814,135.59,0.0,Standard,Spring,4,2,Wednesday,30,0,60.14,60.9,54,4746.06,2856.06
2025-04-30,HOME_001,Espresso Machine & Milk Frother,Home & Living,154.32,159.99,65.0,150.09,0.0,358,4.59,719,148.61,0.0,Budget,Spring,4,2,Wednesday,30,0,49.57,48.97,48,7407.36,4287.36
2025-04-30,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,97.72,99.99,40.0,98.54,0.0,137,4.8,733,161.94,0.0,Budget,Spring,4,2,Wednesday,30,0,73.29,64.4,78,7622.16,4502.16
2025-04-30,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,166.83,175.0,45.0,179.64,0.0,267,4.51,659,140.72,0.0,Standard,Spring,4,2,Wednesday,30,0,132.14,125.23,134,22355.22,16325.22
2025-04-30,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,355.97,350.0,90.0,374.05,0.0,294,4.58,687,130.02,0.0,Enterprise,Spring,4,2,Wednesday,30,0,20.14,21.97,14,4983.58,3723.58
2025-04-30,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,25.02,24.5,8.0,24.79,0.0,97,4.56,778,191.88,0.0,Premium,Spring,4,2,Wednesday,30,0,337.14,336.23,291,7280.82,4952.82
2025-04-30,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,62.26,65.0,22.0,66.64,0.0,654,4.54,815,150.05,0.0,Standard,Spring,4,2,Wednesday,30,0,119.14,110.3,104,6475.04,4187.04
2025-05-01,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,80.09,79.99,28.0,77.59,0.0,391,4.66,801,190.22,0.0,Budget,Spring,5,3,Thursday,1,0,113.43,90.93,104,8329.36,5417.36
2025-05-01,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,125.34,119.99,42.0,128.0,0.0,304,4.19,786,219.93,0.0,Standard,Spring,5,3,Thursday,1,0,99.0,124.73,105,13160.7,8750.7
2025-05-01,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,144.16,149.99,55.0,151.1,0.0,309,4.26,735,140.77,0.0,Standard,Spring,5,3,Thursday,1,0,41.57,38.73,41,5910.56,3655.56
2025-05-01,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,208.59,199.99,85.0,195.35,0.0,299,4.1,692,112.87,0.0,Premium,Spring,5,3,Thursday,1,0,62.43,68.7,48,10012.32,5932.32
2025-05-01,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,530.09,549.99,280.0,542.38,0.0,99,4.77,762,231.99,0.0,Budget,Spring,5,3,Thursday,1,0,30.29,32.1,35,18553.15,8753.15
2025-05-01,ELEC_003,Smart Fitness Watch Gen-4,Electronics,125.44,129.99,50.0,143.22,0.0,723,4.03,757,135.51,0.0,Budget,Spring,5,3,Thursday,1,0,81.14,99.53,85,10662.4,6412.4
2025-05-01,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,91.65,89.99,35.0,90.75,0.0,102,4.33,702,72.03,0.0,Premium,Spring,5,3,Thursday,1,0,59.14,60.2,42,3849.3,2379.3
2025-05-01,HOME_001,Espresso Machine & Milk Frother,Home & Living,161.33,159.99,65.0,159.68,0.0,329,4.57,619,137.15,0.0,Enterprise,Spring,5,3,Thursday,1,0,45.43,48.7,29,4678.57,2793.57
2025-05-01,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,98.89,99.99,40.0,98.52,0.0,652,4.74,779,122.97,0.0,Standard,Spring,5,3,Thursday,1,0,76.14,64.7,67,6625.63,3945.63
2025-05-01,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,177.6,175.0,45.0,169.98,0.0,153,4.42,648,145.97,0.0,Standard,Spring,5,3,Thursday,1,0,126.71,125.0,114,20246.4,15116.4
2025-05-01,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,345.1,350.0,90.0,349.25,0.0,272,4.7,709,165.9,0.0,Standard,Spring,5,3,Thursday,1,0,21.57,21.97,22,7592.2,5612.2
2025-05-01,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,24.64,24.5,8.0,23.82,0.0,715,4.59,692,71.87,0.0,Budget,Spring,5,3,Thursday,1,0,301.86,328.0,97,2390.08,1614.08
2025-05-01,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,66.51,65.0,22.0,62.22,0.0,576,4.84,682,170.72,0.0,Premium,Spring,5,3,Thursday,1,0,119.86,109.37,78,5187.78,3471.78
2025-05-02,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,65.46,79.99,28.0,79.71,15.0,245,4.45,778,72.99,0.0,Budget,Spring,5,4,Friday,2,0,123.43,93.17,146,9557.16,5469.16
2025-05-02,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,123.13,119.99,42.0,120.24,0.0,233,4.47,769,120.27,0.0,Enterprise,Spring,5,4,Friday,2,0,93.0,124.37,71,8742.23,5760.23
2025-05-02,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,121.24,149.99,55.0,143.81,20.0,257,4.81,713,114.56,0.0,Standard,Spring,5,4,Friday,2,0,44.0,39.57,52,6304.48,3444.48
2025-05-02,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,190.09,199.99,85.0,199.57,0.0,220,4.74,769,159.19,0.0,Budget,Spring,5,4,Friday,2,0,67.14,69.7,79,15017.11,8302.11
2025-05-02,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,545.08,549.99,280.0,571.76,0.0,679,4.19,781,151.36,0.0,Premium,Spring,5,4,Friday,2,0,27.71,32.17,25,13627.0,6627.0
2025-05-02,ELEC_003,Smart Fitness Watch Gen-4,Electronics,124.59,129.99,50.0,134.18,0.0,626,4.23,749,140.43,0.0,Standard,Spring,5,4,Friday,2,0,82.43,99.57,97,12085.23,7235.23
2025-05-02,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,88.48,89.99,35.0,93.78,0.0,629,4.81,756,183.7,0.0,Standard,Spring,5,4,Friday,2,0,63.43,60.57,71,6282.08,3797.08
2025-05-02,HOME_001,Espresso Machine & Milk Frother,Home & Living,156.0,159.99,65.0,160.68,0.0,281,4.68,751,164.06,0.0,Standard,Spring,5,4,Friday,2,0,45.57,48.9,48,7488.0,4368.0
2025-05-02,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,101.25,99.99,40.0,104.89,0.0,590,4.16,780,155.7,0.0,Standard,Spring,5,4,Friday,2,0,76.71,65.0,62,6277.5,3797.5
2025-05-02,HOSP_001,Deluxe City Center King Room (Per Night),Hospitality & Stays,172.01,175.0,45.0,175.54,0.0,467,4.42,657,177.75,0.0,Premium,Spring,5,4,Friday,2,0,124.86,123.53,97,16684.97,12319.97
2025-05-02,HOSP_002,Executive Skyline Suite (Per Night),Hospitality & Stays,366.43,350.0,90.0,366.54,0.0,252,4.65,749,164.11,0.0,Standard,Spring,5,4,Friday,2,0,20.43,21.83,20,7328.6,5528.6
2025-05-02,RIDE_001,Standard Urban Commute Ride (10 km),Rideshare & Mobility,23.9,24.5,8.0,24.33,0.0,232,4.65,687,177.58,0.0,Budget,Spring,5,4,Friday,2,0,321.71,334.87,483,11543.7,7679.7
2025-05-02,RIDE_002,Premium Black Airport Transfer,Rideshare & Mobility,63.21,65.0,22.0,67.16,0.0,470,4.67,708,160.26,0.0,Premium,Spring,5,4,Friday,2,0,110.86,110.27,106,6700.26,4368.26
2025-05-03,APP_001,Premium Merino Wool Sweater,Apparel & Fashion,79.87,79.99,28.0,78.34,0.0,169,4.18,796,136.1,0.0,Budget,Spring,5,5,Saturday,3,1,121.0,93.2,76,6070.12,3942.12
2025-05-03,APP_002,Breathable Performance Running Shoes,Apparel & Fashion,99.54,119.99,42.0,118.6,15.0,540,4.28,668,176.47,0.0,Standard,Spring,5,5,Saturday,3,1,106.86,123.7,184,18315.36,10587.36
2025-05-03,APP_003,Classic Waterproof Trench Coat,Apparel & Fashion,153.86,149.99,55.0,138.57,0.0,227,4.74,715,197.66,0.0,Standard,Spring,5,5,Saturday,3,1,42.86,39.2,30,4615.8,2965.8
2025-05-03,ELEC_001,Pro Wireless Noise-Cancelling Headphones,Electronics,193.85,199.99,85.0,215.66,0.0,155,4.08,761,176.1,0.0,Budget,Spring,5,5,Saturday,3,1,66.71,68.27,65,12600.25,7075.25
2025-05-03,ELEC_002,Ultra HD 4K Smart TV 55-inch,Electronics,486.5,549.99,280.0,573.8,10.0,642,4.05,729,227.05,0.0,Standard,Spring,5,5,Saturday,3,1,29.14,32.63,37,18000.5,7640.5
2025-05-03,ELEC_003,Smart Fitness Watch Gen-4,Electronics,129.3,129.99,50.0,133.0,0.0,557,4.28,805,69.03,0.0,Premium,Spring,5,5,Saturday,3,1,79.0,98.27,69,8921.7,5471.7
2025-05-03,ELEC_004,Ergonomic Mechanical Keyboard,Electronics,87.06,89.99,35.0,88.72,0.0,589,4.56,741,147.16,0.0,Enterprise,Spring,5,5,Saturday,3,1,60.29,60.13,40,3482.4,2082.4
2025-05-03,HOME_001,Espresso Machine & Milk Frother,Home & Living,152.26,159.99,65.0,155.79,0.0,226,4.58,687,121.23,0.0,Budget,Spring,5,5,Saturday,3,1,47.86,49.47,55,8374.3,4799.3
2025-05-03,HOME_002,Cordless Handheld Vacuum Cleaner,Home & Living,95.16,99.99,40.0,95.94,0.0,524,4.01,715,168.21,0.0,Standard,Spring,5,5,Saturday,3,1,67.86,65.27,66,6280.56,3640.56
